merimee, osmtype, idOSM, osmUrl, wikidataUrl, desc
PA39000012,relation,3521504,https://www.openstreetmap.org/relation/3521504,https://www.wikidata.org/wiki/Q22996684,...
PA00086696,node,1003130771,https://www.openstreetmap.org/node/1003130771,https://www.wikidata.org/wiki/Q927829,Chardon Lagache
PA00086696,node,5313588568,https://www.openstreetmap.org/node/5313588568,,...
PA31000011,way,46670981,https://www.openstreetmap.org/way/46670981,https://www.wikidata.org/wiki/Q22976661,Rempart médiéval
PA31000011,way,61962202,https://www.openstreetmap.org/way/61962202,,Rempart médiéval de Toulouse
PA31000011,way,149748682,https://www.openstreetmap.org/way/149748682,,Rempart médiéval
PA31000011,way,149748684,https://www.openstreetmap.org/way/149748684,,Rempart médiéval
PA31000011,way,149748685,https://www.openstreetmap.org/way/149748685,,Rempart médiéval
PA31000011,way,336983576,https://www.openstreetmap.org/way/336983576,,Rempart médiéval
PA31000011,way,336983577,https://www.openstreetmap.org/way/336983577,,...
PA00104371,node,2436947967,https://www.openstreetmap.org/node/2436947967,https://www.wikidata.org/wiki/Q3034171,La Grosse Perotte
PA00104371,node,2436947981,https://www.openstreetmap.org/node/2436947981,https://www.wikidata.org/wiki/Q3034171,La Petite Pérotte
PA62000076,node,2457003711,https://www.openstreetmap.org/node/2457003711,,Monument aux Morts de la Première Guerre Mondiale
PA62000076,way,169651622,https://www.openstreetmap.org/way/169651622,https://www.wikidata.org/wiki/Q21619511,Monument aux Morts de la Première Guerre Mondiale
PA00084275,way,119646624,https://www.openstreetmap.org/way/119646624,https://www.wikidata.org/wiki/Q20669861,Tour romaine d'Eysses
PA00084275,way,559015208,https://www.openstreetmap.org/way/559015208,https://www.wikidata.org/wiki/Q20669861,Site antique d'Eysses
PA00107704,node,2063753339,https://www.openstreetmap.org/node/2063753339,https://www.wikidata.org/wiki/Q22960893,Maison
PA00107704,node,2063753346,https://www.openstreetmap.org/node/2063753346,,Maison
PA00092633,way,292205664,https://www.openstreetmap.org/way/292205664,https://www.wikidata.org/wiki/Q2820769,Cour Lafayette
PA00092633,way,292205693,https://www.openstreetmap.org/way/292205693,,Place de l'Écho
PA00092633,way,292205710,https://www.openstreetmap.org/way/292205710,,...
PA00092633,way,292205712,https://www.openstreetmap.org/way/292205712,,...
PA00092633,way,472733161,https://www.openstreetmap.org/way/472733161,,...
PA00092633,way,472733224,https://www.openstreetmap.org/way/472733224,,...
PA00092633,way,472733398,https://www.openstreetmap.org/way/472733398,,Porte du For
PA00092633,way,472733593,https://www.openstreetmap.org/way/472733593,,...
PA00092633,way,472734201,https://www.openstreetmap.org/way/472734201,https://www.wikidata.org/wiki/Q2820769,Cloitre
PA00092633,way,472734240,https://www.openstreetmap.org/way/472734240,,...
PA00092633,way,472734530,https://www.openstreetmap.org/way/472734530,,...
PA00092633,way,472734852,https://www.openstreetmap.org/way/472734852,,...
PA00113242,node,2688708854,https://www.openstreetmap.org/node/2688708854,https://www.wikidata.org/wiki/Q22965751,Maison romane, et maison gothique
PA00113242,node,3629445843,https://www.openstreetmap.org/node/3629445843,,Maison romane, et maison gothique
PA00113242,way,51574000,https://www.openstreetmap.org/way/51574000,,Maison romane, et maison gothique
PA00087745,way,74630469,https://www.openstreetmap.org/way/74630469,https://www.wikidata.org/wiki/Q22924015,...
PA00087745,way,74634863,https://www.openstreetmap.org/way/74634863,,...
PA00113247,way,228853608,https://www.openstreetmap.org/way/228853608,https://www.wikidata.org/wiki/Q22965755,Église de Chazelles
PA00113247,way,228854518,https://www.openstreetmap.org/way/228854518,,Église de Chazelles
PA00084462,node,3980345286,https://www.openstreetmap.org/node/3980345286,https://www.wikidata.org/wiki/Q22920788,Sol d'Assiette du Château Médiéval dit La Casterasse
PA00084462,way,62595552,https://www.openstreetmap.org/way/62595552,https://www.wikidata.org/wiki/Q22920788,La Poudrière
PA00084462,way,395146065,https://www.openstreetmap.org/way/395146065,,Enceinte bastionnée
PA00084462,way,395146074,https://www.openstreetmap.org/way/395146074,,Enceinte bastionnée
PA00084462,way,395146077,https://www.openstreetmap.org/way/395146077,,Enceinte bastionnée
PA00084462,way,395146090,https://www.openstreetmap.org/way/395146090,,Bastion de la Clochette
PA00084462,way,395146091,https://www.openstreetmap.org/way/395146091,,Bastion des Contremines
PA00084462,way,395146092,https://www.openstreetmap.org/way/395146092,,Bastion des Noyers
PA00084462,way,395146094,https://www.openstreetmap.org/way/395146094,,Bastion des Échos
PA00084462,way,395146095,https://www.openstreetmap.org/way/395146095,,Bastion du Parapet
PA00084462,way,395146109,https://www.openstreetmap.org/way/395146109,,Enceinte bastionnée
PA00084462,way,395146110,https://www.openstreetmap.org/way/395146110,,Enceinte bastionnée
PA00084462,way,395146111,https://www.openstreetmap.org/way/395146111,,Enceinte bastionnée
PA00084462,way,395146112,https://www.openstreetmap.org/way/395146112,,Enceinte bastionnée
PA00084462,way,395146113,https://www.openstreetmap.org/way/395146113,,Enceinte bastionnée
PA00080835,way,143707285,https://www.openstreetmap.org/way/143707285,https://www.wikidata.org/wiki/Q13516903,...
PA00080835,way,143707395,https://www.openstreetmap.org/way/143707395,https://www.wikidata.org/wiki/Q13516903,...
PA00080835,way,143707628,https://www.openstreetmap.org/way/143707628,https://www.wikidata.org/wiki/Q13516903,...
PA00080835,way,143712994,https://www.openstreetmap.org/way/143712994,https://www.wikidata.org/wiki/Q13516903,...
PA00098262,node,5127161076,https://www.openstreetmap.org/node/5127161076,,Pavillons de l'octroi
PA00098262,relation,7603658,https://www.openstreetmap.org/relation/7603658,,Pavillons de l'Octroi
PA00096927,node,1813691699,https://www.openstreetmap.org/node/1813691699,https://www.wikidata.org/wiki/Q22940656,...
PA00096927,node,2038181364,https://www.openstreetmap.org/node/2038181364,,Maison
PA00107631,node,2063752928,https://www.openstreetmap.org/node/2063752928,https://www.wikidata.org/wiki/Q22960817,Immeubles
PA00107631,node,2063752946,https://www.openstreetmap.org/node/2063752946,,Immeubles
PA00086630,node,282085302,https://www.openstreetmap.org/node/282085302,https://www.wikidata.org/wiki/Q1187054,Denfert-Rochereau - sortie 1
PA00086630,node,5313588573,https://www.openstreetmap.org/node/5313588573,,...
PA00112958,node,4151969192,https://www.openstreetmap.org/node/4151969192,https://www.wikidata.org/wiki/Q3280120,Carré Blanc
PA00112958,way,126002844,https://www.openstreetmap.org/way/126002844,,Maison dite du Prieur de l'abbaye de Saint-Martin
PA00101124,node,3681362096,https://www.openstreetmap.org/node/3681362096,,Manoir d'Epaville
PA00101124,way,118831270,https://www.openstreetmap.org/way/118831270,https://www.wikidata.org/wiki/Q22952235,Manoir d'Épaville
PA00100674,node,3681384059,https://www.openstreetmap.org/node/3681384059,https://www.wikidata.org/wiki/Q5118733,Château d'Orcher
PA00100674,way,129957809,https://www.openstreetmap.org/way/129957809,https://www.wikidata.org/wiki/Q5118733,Château d'Orcher
PA72000040,way,161890585,https://www.openstreetmap.org/way/161890585,https://www.wikidata.org/wiki/Q19952952,...
PA72000040,way,507964473,https://www.openstreetmap.org/way/507964473,https://www.wikidata.org/wiki/Q19952952,...
PA00108716,way,85439531,https://www.openstreetmap.org/way/85439531,https://www.wikidata.org/wiki/Q17354660,...
PA00108716,relation,1273619,https://www.openstreetmap.org/relation/1273619,https://www.wikidata.org/wiki/Q17354660,...
PA00103459,way,244151069,https://www.openstreetmap.org/way/244151069,,Chapelle de souvenir Français
PA00103459,way,370189170,https://www.openstreetmap.org/way/370189170,,Chemin de Croix
PA00103459,way,370189173,https://www.openstreetmap.org/way/370189173,,Chemin de Croix
PA00078794,way,41455924,https://www.openstreetmap.org/way/41455924,https://www.wikidata.org/wiki/Q17347079,Square des Jacobins
PA00078794,way,92303084,https://www.openstreetmap.org/way/92303084,,Reims Cérès
PA00113330,node,2885278402,https://www.openstreetmap.org/node/2885278402,https://www.wikidata.org/wiki/Q22965824,Maison
PA00113330,way,51293256,https://www.openstreetmap.org/way/51293256,,...
PA00109792,way,318450243,https://www.openstreetmap.org/way/318450243,https://www.wikidata.org/wiki/Q2969777,Château de Malicorne-sur-Sarthe
PA00109792,way,318450249,https://www.openstreetmap.org/way/318450249,,Pavillon d'Entrée
PA00109833,way,44742202,https://www.openstreetmap.org/way/44742202,https://www.wikidata.org/wiki/Q22962592,Compagnons du Devoir
PA00109833,way,161882450,https://www.openstreetmap.org/way/161882450,,Hôtel Legras du Luart
PA00107655,node,2063753139,https://www.openstreetmap.org/node/2063753139,https://www.wikidata.org/wiki/Q22960846,Immeubles
PA00107655,node,2063753142,https://www.openstreetmap.org/node/2063753142,,Immeubles
PA00107620,node,2063753089,https://www.openstreetmap.org/node/2063753089,https://www.wikidata.org/wiki/Q22960802,Immeubles
PA00107620,node,2063753092,https://www.openstreetmap.org/node/2063753092,,Immeubles
PA00086611,node,3241098980,https://www.openstreetmap.org/node/3241098980,https://www.wikidata.org/wiki/Q22922105,Boulangerie-Pâtisserie
PA00086611,relation,1212915,https://www.openstreetmap.org/relation/1212915,https://www.wikidata.org/wiki/Q22922105,Boulangerie-Patisserie
PA00108404,node,4926724418,https://www.openstreetmap.org/node/4926724418,,Ancien collège des Jésuites Anglais
PA00108404,way,166832429,https://www.openstreetmap.org/way/166832429,,Ancien Collège des Jésuites Anglais
PA00086561,way,78052740,https://www.openstreetmap.org/way/78052740,https://www.wikidata.org/wiki/Q2887732,...
PA00086561,way,225410145,https://www.openstreetmap.org/way/225410145,https://www.wikidata.org/wiki/Q2887732,Bastion n°1
PA00101762,node,4422138692,https://www.openstreetmap.org/node/4422138692,,...
PA00101762,way,444763772,https://www.openstreetmap.org/way/444763772,https://www.wikidata.org/wiki/Q22953008,Potager
PA00109870,node,4022760835,https://www.openstreetmap.org/node/4022760835,,...
PA00109870,way,25055230,https://www.openstreetmap.org/way/25055230,https://www.wikidata.org/wiki/Q3390103,Place Saint-Michel
PA00109870,way,467214006,https://www.openstreetmap.org/way/467214006,,Place Saint-Michel
PA00109870,way,467214246,https://www.openstreetmap.org/way/467214246,,Place Saint-Michel
PA00105374,way,66344051,https://www.openstreetmap.org/way/66344051,https://www.wikidata.org/wiki/Q22955831,Église Notre-Dame
PA00105374,way,136849764,https://www.openstreetmap.org/way/136849764,https://www.wikidata.org/wiki/Q22955831,Église Notre-Dame de Chalais
PA00109552,way,67766287,https://www.openstreetmap.org/way/67766287,https://www.wikidata.org/wiki/Q3398896,Porte Beucheresse
PA00109552,way,67770528,https://www.openstreetmap.org/way/67770528,https://www.wikidata.org/wiki/Q3398896,Porte Beucheresse
PA00109552,way,67771134,https://www.openstreetmap.org/way/67771134,https://www.wikidata.org/wiki/Q21009480,Tour Rennaise
PA00109552,way,67772540,https://www.openstreetmap.org/way/67772540,https://www.wikidata.org/wiki/Q3398896,Porte Beucheresse
PA00109552,way,67772820,https://www.openstreetmap.org/way/67772820,,Tour Belot-Oissel
PA00109552,way,67777525,https://www.openstreetmap.org/way/67777525,https://www.wikidata.org/wiki/Q14627548,...
PA00109552,way,67778198,https://www.openstreetmap.org/way/67778198,https://www.wikidata.org/wiki/Q14627548,...
PA00109552,way,67782696,https://www.openstreetmap.org/way/67782696,https://www.wikidata.org/wiki/Q14627548,...
PA00109552,way,67787696,https://www.openstreetmap.org/way/67787696,https://www.wikidata.org/wiki/Q14627548,...
PA00107595,node,2063752542,https://www.openstreetmap.org/node/2063752542,https://www.wikidata.org/wiki/Q22960789,Hôtel Cardon de Montreuil
PA00107595,node,2063752545,https://www.openstreetmap.org/node/2063752545,,Hôtel Cardon de Montreuil
PA00089372,way,77814329,https://www.openstreetmap.org/way/77814329,https://www.wikidata.org/wiki/Q2956697,Chapelle Notre-Dame de Port-Blanc
PA00089372,way,77815098,https://www.openstreetmap.org/way/77815098,,Croix
PA00102061,node,3717502168,https://www.openstreetmap.org/node/3717502168,,Croix Boyon
PA00102061,node,5303425049,https://www.openstreetmap.org/node/5303425049,,...
PA00092645,way,292381059,https://www.openstreetmap.org/way/292381059,https://www.wikidata.org/wiki/Q333854,Chapelle Saint-Nectaire
PA00092645,way,292381070,https://www.openstreetmap.org/way/292381070,,Prieuré(restes du cloître et enceinte)
PA00092645,way,292381073,https://www.openstreetmap.org/way/292381073,,...
PA00092645,way,292381076,https://www.openstreetmap.org/way/292381076,,...
PA62000088,way,82372085,https://www.openstreetmap.org/way/82372085,https://www.wikidata.org/wiki/Q3117924,École Jean Macé
PA62000088,way,82372137,https://www.openstreetmap.org/way/82372137,,École Jean Macé
PA00103507,node,2085914617,https://www.openstreetmap.org/node/2085914617,https://www.wikidata.org/wiki/Q22953900,Dolmen de Bruneau C
PA00103507,node,2085914618,https://www.openstreetmap.org/node/2085914618,,Dolmen de Bruneau B
PA00107210,way,241528789,https://www.openstreetmap.org/way/241528789,https://www.wikidata.org/wiki/Q2820639,Abbaye de Moyenmoutier
PA00107210,way,484146745,https://www.openstreetmap.org/way/484146745,https://www.wikidata.org/wiki/Q2820639,Abbatiale Saint-Hydulphe
PA00102727,way,186119183,https://www.openstreetmap.org/way/186119183,https://www.wikidata.org/wiki/Q370664,Cabaret
PA00102727,way,186119197,https://www.openstreetmap.org/way/186119197,https://www.wikidata.org/wiki/Q370664,Régine
PA00102727,way,186119223,https://www.openstreetmap.org/way/186119223,https://www.wikidata.org/wiki/Q370664,Surdespine
PA00102727,way,186119228,https://www.openstreetmap.org/way/186119228,https://www.wikidata.org/wiki/Q370664,Quertinheux
PA11000005,node,249434910,https://www.openstreetmap.org/node/249434910,https://www.wikidata.org/wiki/Q22976272,Obélisque - Seuil de Naurouze
PA11000005,node,249506572,https://www.openstreetmap.org/node/249506572,,Seuil de Naurouze - Partage des Eaux
PA11000005,node,1731911428,https://www.openstreetmap.org/node/1731911428,,Ancien Bassin de Naurouze
PA00084246,way,122455415,https://www.openstreetmap.org/way/122455415,https://www.wikidata.org/wiki/Q20127650,Vieux Pont
PA00084246,way,122455738,https://www.openstreetmap.org/way/122455738,https://www.wikidata.org/wiki/Q20127650,Vieux Pont
PA44000028,node,1571221918,https://www.openstreetmap.org/node/1571221918,https://www.wikidata.org/wiki/Q2971243,Château de la Gascherie
PA44000028,way,129563974,https://www.openstreetmap.org/way/129563974,https://www.wikidata.org/wiki/Q2971243,...
PA00102933,relation,465784,https://www.openstreetmap.org/relation/465784,https://www.wikidata.org/wiki/Q2820702,Saint-Polycarpe A
PA00102933,relation,6903055,https://www.openstreetmap.org/relation/6903055,https://www.wikidata.org/wiki/Q2820702,Saint-Polycarpe
PA00092740,way,293079195,https://www.openstreetmap.org/way/293079195,https://www.wikidata.org/wiki/Q22932102,Château de Vachère
PA00092740,way,293079198,https://www.openstreetmap.org/way/293079198,,Château de Vachères
PA00107567,node,2063752339,https://www.openstreetmap.org/node/2063752339,,Abbaye de Loos
PA00107567,node,2063752348,https://www.openstreetmap.org/node/2063752348,,Abbaye de Loos
PA00107567,node,2063752354,https://www.openstreetmap.org/node/2063752354,,Abbaye de Loos
PA00107567,node,2063752357,https://www.openstreetmap.org/node/2063752357,,Abbaye de Loos
PA00107567,node,2063752360,https://www.openstreetmap.org/node/2063752360,,Abbaye de Loos
PA26000004,way,97482016,https://www.openstreetmap.org/way/97482016,https://www.wikidata.org/wiki/Q17354333,Villa des Cigales
PA26000004,way,97495648,https://www.openstreetmap.org/way/97495648,,Villa Margot
PA26000004,way,419902051,https://www.openstreetmap.org/way/419902051,,Clos Genest
PA33000105,way,160470924,https://www.openstreetmap.org/way/160470924,https://www.wikidata.org/wiki/Q22996559,Chantiers Tramasset
PA33000105,way,160485567,https://www.openstreetmap.org/way/160485567,https://www.wikidata.org/wiki/Q22996559,Petit chantier, Chantiers Tramasset
PA56000058,way,244483227,https://www.openstreetmap.org/way/244483227,https://www.wikidata.org/wiki/Q22997265,...
PA56000058,way,244486605,https://www.openstreetmap.org/way/244486605,https://www.wikidata.org/wiki/Q22997265,Manoir du Plessis Rebours
PA56000058,way,244486660,https://www.openstreetmap.org/way/244486660,,Chapelle Notre-Dame de Toute Aide
PA00107611,node,2063752408,https://www.openstreetmap.org/node/2063752408,https://www.wikidata.org/wiki/Q22960793,Ancien hôtel
PA00107611,node,2063752411,https://www.openstreetmap.org/node/2063752411,,Ancien hôtel
PA00091354,node,1270157883,https://www.openstreetmap.org/node/1270157883,https://www.wikidata.org/wiki/Q2957017,Chapelle de Saint-Urlô
PA00091354,way,62904297,https://www.openstreetmap.org/way/62904297,,Chapelle Saint-Urlo avec sa fontaine
PA00117176,way,512794330,https://www.openstreetmap.org/way/512794330,https://www.wikidata.org/wiki/Q3402982,Ruines de l'Ancien Prieuré
PA00117176,way,512794332,https://www.openstreetmap.org/way/512794332,https://www.wikidata.org/wiki/Q3402982,Ruines de l'Ancien Prieuré
PA00107651,node,2063753143,https://www.openstreetmap.org/node/2063753143,https://www.wikidata.org/wiki/Q22960842,Immeubles
PA00107651,node,2063753144,https://www.openstreetmap.org/node/2063753144,,Immeubles
PA00107651,node,2063753148,https://www.openstreetmap.org/node/2063753148,,Immeubles
PA00107335,way,121732038,https://www.openstreetmap.org/way/121732038,,Palmarium
PA00107335,way,121732057,https://www.openstreetmap.org/way/121732057,,Source des Demoiselles
PA00107335,relation,1663964,https://www.openstreetmap.org/relation/1663964,https://www.wikidata.org/wiki/Q22960598,Thermes de Vittel
PA00101850,node,5308852483,https://www.openstreetmap.org/node/5308852483,,...
PA00101850,relation,167014,https://www.openstreetmap.org/relation/167014,,Médiathèque
PA00103624,way,426783345,https://www.openstreetmap.org/way/426783345,,...
PA00103624,way,426783358,https://www.openstreetmap.org/way/426783358,https://www.wikidata.org/wiki/Q15953727,Église Saint-Laurent
PA00087752,way,74623472,https://www.openstreetmap.org/way/74623472,https://www.wikidata.org/wiki/Q22924026,...
PA00087752,way,74624333,https://www.openstreetmap.org/way/74624333,,...
PA00087752,way,74625717,https://www.openstreetmap.org/way/74625717,,...
PA00087752,way,74633266,https://www.openstreetmap.org/way/74633266,,...
PA00107745,way,52169199,https://www.openstreetmap.org/way/52169199,https://www.wikidata.org/wiki/Q22960918,Béguinage des Cantuaines
PA00107745,relation,7471287,https://www.openstreetmap.org/relation/7471287,https://www.wikidata.org/wiki/Q22960918,Béguinage des Cantunaines
PA00087713,way,74621863,https://www.openstreetmap.org/way/74621863,https://www.wikidata.org/wiki/Q22923974,...
PA00087713,way,74622680,https://www.openstreetmap.org/way/74622680,,...
PA00087713,way,74623492,https://www.openstreetmap.org/way/74623492,,...
PA00087713,way,74624876,https://www.openstreetmap.org/way/74624876,,...
PA00087713,way,74626544,https://www.openstreetmap.org/way/74626544,,...
PA00086920,way,115414066,https://www.openstreetmap.org/way/115414066,https://www.wikidata.org/wiki/Q5118879,...
PA00086920,way,115414068,https://www.openstreetmap.org/way/115414068,https://www.wikidata.org/wiki/Q5118879,Château du Houssoy
PA00092351,way,150518335,https://www.openstreetmap.org/way/150518335,https://www.wikidata.org/wiki/Q22929292,Château de Saint-Diéry
PA00092351,way,311485698,https://www.openstreetmap.org/way/311485698,,Château de Saint-Diéry
PA00086751,node,775370156,https://www.openstreetmap.org/node/775370156,https://www.wikidata.org/wiki/Q881406,Blanche - sortie
PA00086751,node,5313847655,https://www.openstreetmap.org/node/5313847655,,...
PA00087149,node,4294059792,https://www.openstreetmap.org/node/4294059792,https://www.wikidata.org/wiki/Q22922943,Bornes à fleur de lys n°s 25 et 26
PA00087149,node,4294104489,https://www.openstreetmap.org/node/4294104489,,Bornes à fleur de lys n°s 25 et 26
PA00093713,way,148256517,https://www.openstreetmap.org/way/148256517,https://www.wikidata.org/wiki/Q22936608,Église Saint-Caprais
PA00093713,relation,6126432,https://www.openstreetmap.org/relation/6126432,,Église de la Nativité-de-Saint-Jean-Baptiste
PA00086727,node,822185534,https://www.openstreetmap.org/node/822185534,https://www.wikidata.org/wiki/Q1511335,Villiers - 1 - Avenue de Villiers
PA00086727,node,5313847659,https://www.openstreetmap.org/node/5313847659,,Métropolitain, station Villiers
PA00101814,node,2476100158,https://www.openstreetmap.org/node/2476100158,https://www.wikidata.org/wiki/Q2820428,Ancienne abbaye
PA00101814,way,121640873,https://www.openstreetmap.org/way/121640873,,Église Abbatiale Saint-Pierre
PA00101814,relation,1758330,https://www.openstreetmap.org/relation/1758330,https://www.wikidata.org/wiki/Q2820428,Abbaye de Baume-les-Messieurs
PA00107180,node,2490025867,https://www.openstreetmap.org/node/2490025867,https://www.wikidata.org/wiki/Q2844405,...
PA00107180,way,128190801,https://www.openstreetmap.org/way/128190801,https://www.wikidata.org/wiki/Q2844405,Amphithéâtre de Grand
PA41000001,node,4927180870,https://www.openstreetmap.org/node/4927180870,,Chocolaterie Poulain
PA41000001,relation,7346084,https://www.openstreetmap.org/relation/7346084,,Chocolaterie Poulain
PA00108198,node,3495166530,https://www.openstreetmap.org/node/3495166530,,Ancien Hôpital Cazin-Perrochaud
PA00108198,way,132178449,https://www.openstreetmap.org/way/132178449,https://www.wikidata.org/wiki/Q22961779,Ancien Hôpital Cazin-Perrochaud
PA00086639,way,79804243,https://www.openstreetmap.org/way/79804243,https://www.wikidata.org/wiki/Q3558753,Maison de Mademoiselle Quillé
PA00086639,way,79804247,https://www.openstreetmap.org/way/79804247,https://www.wikidata.org/wiki/Q3558753,Maison Huggler
PA00086639,way,79804474,https://www.openstreetmap.org/way/79804474,,Maison Goerg et Gromaire
PA00086639,way,79804661,https://www.openstreetmap.org/way/79804661,https://www.wikidata.org/wiki/Q3558753,Maison Townshend
PA00086639,way,79804798,https://www.openstreetmap.org/way/79804798,https://www.wikidata.org/wiki/Q3558753,...
PA00086639,way,79804977,https://www.openstreetmap.org/way/79804977,https://www.wikidata.org/wiki/Q3558753,Maison de Jean Lurçat
PA00086639,way,79805532,https://www.openstreetmap.org/way/79805532,https://www.wikidata.org/wiki/Q3558753,Maison de Pierre Bertrand
PA00092362,way,149870330,https://www.openstreetmap.org/way/149870330,https://www.wikidata.org/wiki/Q21962222,Ossuaire
PA00092362,way,149870348,https://www.openstreetmap.org/way/149870348,,Église Sainte-Claire
PA72000016,way,135692769,https://www.openstreetmap.org/way/135692769,https://www.wikidata.org/wiki/Q3582155,Église Saint-Jouin
PA72000016,way,135692773,https://www.openstreetmap.org/way/135692773,,...
PA75100007,way,29709952,https://www.openstreetmap.org/way/29709952,https://www.wikidata.org/wiki/Q1567455,Passage Brady
PA75100007,way,111652423,https://www.openstreetmap.org/way/111652423,https://www.wikidata.org/wiki/Q1567455,Passage Brady
PA75100007,way,111652425,https://www.openstreetmap.org/way/111652425,https://www.wikidata.org/wiki/Q1567455,Passage Brady
PA75100007,way,111652428,https://www.openstreetmap.org/way/111652428,https://www.wikidata.org/wiki/Q1567455,Passage Brady
PA75100007,way,111652429,https://www.openstreetmap.org/way/111652429,https://www.wikidata.org/wiki/Q1567455,Passage Brady
PA00117289,node,4421696590,https://www.openstreetmap.org/node/4421696590,https://www.wikidata.org/wiki/Q22967060,Château de Montagnieu
PA00117289,way,143728216,https://www.openstreetmap.org/way/143728216,https://www.wikidata.org/wiki/Q22967060,Château de Montagnieu
PA00091947,way,62799687,https://www.openstreetmap.org/way/62799687,https://www.wikidata.org/wiki/Q22927981,Château de la Bâtisse
PA00091947,way,310267102,https://www.openstreetmap.org/way/310267102,,Château de la Bâtisse
PA00107718,node,2063753575,https://www.openstreetmap.org/node/2063753575,https://www.wikidata.org/wiki/Q22960906,Maisons
PA00107718,node,2063753582,https://www.openstreetmap.org/node/2063753582,,Maisons
PA00107718,node,2063753591,https://www.openstreetmap.org/node/2063753591,,Maisons
PA00107718,node,2063753598,https://www.openstreetmap.org/node/2063753598,,Maisons
PA00107718,node,2063753609,https://www.openstreetmap.org/node/2063753609,,Maisons
PA00107718,node,2063753619,https://www.openstreetmap.org/node/2063753619,,Maisons
PA00084147,node,4268763736,https://www.openstreetmap.org/node/4268763736,,...
PA00084147,way,444199444,https://www.openstreetmap.org/way/444199444,https://www.wikidata.org/wiki/Q18736716,Halle du marché
PA00086787,node,1300079812,https://www.openstreetmap.org/node/1300079812,https://www.wikidata.org/wiki/Q1785459,Philippe Auguste
PA00086787,node,5313856738,https://www.openstreetmap.org/node/5313856738,,...
PA00093909,way,493206486,https://www.openstreetmap.org/way/493206486,https://www.wikidata.org/wiki/Q2942375,Cathédrale Saint-Lizier
PA00093909,relation,3082115,https://www.openstreetmap.org/relation/3082115,https://www.wikidata.org/wiki/Q2942375,Cloître
PA00093909,relation,3252743,https://www.openstreetmap.org/relation/3252743,,Ancienne cathédrale et cloître
PA00112167,way,70911043,https://www.openstreetmap.org/way/70911043,https://www.wikidata.org/wiki/Q1775456,...
PA00112167,way,70911093,https://www.openstreetmap.org/way/70911093,,Abbatiale cistercienne Notre-Dame des Trois-Vallées
PA00112167,way,123721955,https://www.openstreetmap.org/way/123721955,,Cellier et pressoir
PA00087707,node,2287858557,https://www.openstreetmap.org/node/2287858557,,...
PA00087707,way,74620286,https://www.openstreetmap.org/way/74620286,https://www.wikidata.org/wiki/Q22923964,...
PA00092756,node,1839081282,https://www.openstreetmap.org/node/1839081282,https://www.wikidata.org/wiki/Q22932177,Fontaine des Tables
PA00092756,node,2969266777,https://www.openstreetmap.org/node/2969266777,,Fontaine de l'Ange
PA00094900,way,297873111,https://www.openstreetmap.org/way/297873111,https://www.wikidata.org/wiki/Q2388373,Collégiale Saint-Pierre
PA00094900,relation,3961908,https://www.openstreetmap.org/relation/3961908,,Cloître de la collégiale Saint-Pierre de La Romieu
PA00107587,way,40875682,https://www.openstreetmap.org/way/40875682,https://www.wikidata.org/wiki/Q3140925,Hospice Gantois
PA00107587,relation,252379,https://www.openstreetmap.org/relation/252379,https://www.wikidata.org/wiki/Q3140925,Hospice Gantois
PA33000021,way,220126171,https://www.openstreetmap.org/way/220126171,https://www.wikidata.org/wiki/Q22996517,Maison Rateau
PA33000021,way,220126405,https://www.openstreetmap.org/way/220126405,https://www.wikidata.org/wiki/Q22996517,Château Bouliac
PA00101168,way,39683225,https://www.openstreetmap.org/way/39683225,https://www.wikidata.org/wiki/Q2103655,Pont du Vernay
PA00101168,way,124100670,https://www.openstreetmap.org/way/124100670,https://www.wikidata.org/wiki/Q2103655,Pont du Vernay
PA00086508,node,264512252,https://www.openstreetmap.org/node/264512252,https://www.wikidata.org/wiki/Q1090753,Château d'Eau
PA00086508,node,5313359005,https://www.openstreetmap.org/node/5313359005,,...
PA00086508,node,5313359006,https://www.openstreetmap.org/node/5313359006,,...
PA00086508,node,5527859168,https://www.openstreetmap.org/node/5527859168,https://www.wikidata.org/wiki/Q1090753,Château d'Eau
PA00086508,node,5527859170,https://www.openstreetmap.org/node/5527859170,https://www.wikidata.org/wiki/Q1090753,Château d'Eau
PA00094675,way,22392906,https://www.openstreetmap.org/way/22392906,https://www.wikidata.org/wiki/Q22938906,Bassin de Radoub
PA00094675,way,63801343,https://www.openstreetmap.org/way/63801343,,Gare d'eau
PA00094675,way,63801606,https://www.openstreetmap.org/way/63801606,,...
PA00094675,way,180868995,https://www.openstreetmap.org/way/180868995,,Cale couverte
PA00094675,way,180868996,https://www.openstreetmap.org/way/180868996,,Cale sèche
PA00094675,way,180868997,https://www.openstreetmap.org/way/180868997,,Cale sèche
PA00103396,way,278823254,https://www.openstreetmap.org/way/278823254,https://www.wikidata.org/wiki/Q2511495,Château de Cazilhac
PA00103396,way,278823261,https://www.openstreetmap.org/way/278823261,,Médical Tubing
PA00107648,node,2063752825,https://www.openstreetmap.org/node/2063752825,https://www.wikidata.org/wiki/Q22960839,Immeubles
PA00107648,node,2063752829,https://www.openstreetmap.org/node/2063752829,,Immeubles
PA00107648,node,2063752832,https://www.openstreetmap.org/node/2063752832,,Immeubles
PA59000113,way,152044161,https://www.openstreetmap.org/way/152044161,https://www.wikidata.org/wiki/Q2820810,Les Grands Moulins de Paris
